STOP_ID,STOP_NAME,STATION_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30171,O'Hare (Terminal Arrival),O'Hare,40890,true,false,true,false,false,false,false,false,false,false,"(41.97766526, -87.90422307)"
30254,Paulina (Loop-bound),Paulina,41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30253,Paulina (Kimball-bound),Paulina,41310,true,false,false,false,true,false,false,false,false,false,"(41.943623, -87.670907)"
30200,Polk (54th/Cermak-bound),Polk,41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30199,Polk (Loop-bound),Polk,41030,true,false,false,false,false,false,false,false,true,false,"(41.871551, -87.66953)"
30028,Pulaski (Loop-bound),Pulaski,40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30185,Pulaski (Loop-bound),Pulaski,40960,true,false,false,false,false,false,false,false,false,true,"(41.799756, -87.724493)"
30186,Pulaski (Midway-bound),Pulaski,40960,true,false,false,false,false,false,false,false,false,true,"(41.799756, -87.724493)"
30029,Pulaski (54th/Cermak-bound),Pulaski,40150,true,false,false,false,false,false,false,false,true,false,"(41.853732, -87.724311)"
30180,Pulaski (Forest Pk-bound),Pulaski,40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30179,Pulaski (O'Hare-bound),Pulaski,40920,false,false,true,false,false,false,false,false,false,false,"(41.873797, -87.725663)"
30005,Pulaski (63rd-bound),Pulaski,40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30006,Pulaski (Harlem-bound),Pulaski,40030,true,false,false,true,false,false,false,false,false,false,"(41.885412, -87.725404)"
30007,Quincy/Wells (Inner Loop),Quincy/Wells,40040,false,false,false,false,false,false,true,false,true,true,"(41.878723, -87.63374)"
30008,Quincy/Wells (Outer Loop),Quincy/Wells,40040,false,false,false,false,true,false,false,false,false,false,"(41.878723, -87.63374)"
30093,Racine (Forest Pk-bound),Racine,40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30092,Racine (O'Hare-bound),Racine,40470,false,false,true,false,false,false,false,false,false,false,"(41.87592, -87.659458)"
30120,Ridgeland (Harlem-bound),Ridgeland,40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30119,Ridgeland (63rd-bound),Ridgeland,40610,false,false,false,true,false,false,false,false,false,false,"(41.887159, -87.783661)"
30196,Rockwell (Loop-bound),Rockwell,41010,true,false,false,false,true,false,false,false,false,false,"(41.966115, -87.6941)"
30195,Rockwell (Kimball-bound),Rockwell,41010,true,false,false,false,true,false,false,false,false,false,"(41.966115, -87.6941)"
30081,Roosevelt (Midway-63rd-bound),Roosevelt,41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30080,Roosevelt (Loop-Harlem-bound),Roosevelt,41400,true,false,false,true,false,false,false,false,false,true,"(41.867405, -87.62659)"
30269,Roosevelt (Howard-bound),Roosevelt,41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30270,Roosevelt (95th-bound),Roosevelt,41400,true,true,false,false,false,false,false,false,false,false,"(41.867368, -87.627402)"
30159,Rosemont (O'Hare-bound),Rosemont,40820,true,false,true,false,false,false,false,false,false,false,"(41.983507, -87.859388)"
30160,Rosemont (Forest Pk-bound),Rosemont,40820,true,false,true,false,false,false,false,false,false,false,"(41.983507, -87.859388)"
30155,Sedgwick (Kimball-Linden-bound),Sedgwick,40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30156,Sedgwick (Loop-bound),Sedgwick,40800,true,false,false,false,true,false,true,false,false,false,"(41.910409, -87.639302)"
30017,Sheridan (95th-bound),Sheridan,40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30016,Sheridan (Howard-bound),Sheridan,40080,false,true,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30293,Sheridan (Howard-Linden-bound),Sheridan,40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30294,Sheridan (Loop-bound),Sheridan,40080,false,false,false,false,false,false,false,false,false,false,"(41.953775, -87.654929)"
30163,South Blvd (Linden-bound),South Boulevard,40840,false,false,false,false,false,true,true,false,false,false,"(42.027612, -87.678329)"
30164,South Blvd (Howard-Loop-bound),South Boulevard,40840,false,false,false,false,false,true,true,false,false,false,"(42.027612, -87.678329)"
30070,Southport (Kimball-bound),Southport,40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30071,Southport (Loop-bound),Southport,40360,true,false,false,false,true,false,false,false,false,false,"(41.943744, -87.663619)"
30036,Sox-35th (Howard-bound),Sox-35th,40190,true,true,false,false,false,false,false,false,false,false,"(41.831191, -87.630636)"
30037,Sox-35th (95th-bound),Sox-35th,40190,true,true,false,false,false,false,false,false,false,false,"(41.831191, -87.630636)"
30051,State/Lake (Outer Loop),State/Lake,40260,false,false,false,true,true,false,false,false,false,false,"(41.88574, -87.627835)"
30050,State/Lake (Inner Loop),State/Lake,40260,false,false,false,true,false,false,true,false,true,true,"(41.88574, -87.627835)"
30170,Thorndale (95th-bound),Thorndale,40880,false,true,false,false,false,false,false,false,false,false,"(41.990259, -87.659076)"
30169,Thorndale (Howard-bound),Thorndale,40880,false,true,false,false,false,false,false,false,false,false,"(41.990259, -87.659076)"
30069,UIC-Halsted (Forest Pk-bound),UIC-Halsted,40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30068,UIC-Halsted (O'Hare-bound),UIC-Halsted,40350,true,false,true,false,false,false,false,false,false,false,"(41.875474, -87.649707)"
30073,Washington (Forest Pk-bound),Washington,40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30072,Washington (O'Hare-bound),Washington,40370,false,false,true,false,false,false,false,false,false,false,"(41.883164, -87.62944)"
30383,Washington/Wabash (Outer Loop),Washington/Wabash,41700,true,false,false,true,true,false,false,false,false,false,"(41.88322, -87.626189)"
30384,Washington/Wabash (Inner Loop),Washington/Wabash,41700,true,false,false,true,false,false,true,false,true,true,"(41.88322, -87.626189)"
30141,Washington/Wells (Inner Loop),Washington/Wells,40730,true,false,false,false,false,false,true,false,true,true,"(41.882695, -87.63378)"
30142,Washington/Wells (Outer Loop),Washington/Wells,40730,true,false,false,false,true,false,false,false,false,false,"(41.882695, -87.63378)"
30231,Wellington (Kimball-Linden-bound),Wellington,41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30232,Wellington (Loop-bound),Wellington,41210,true,false,false,false,true,false,true,false,false,false,"(41.936033, -87.653266)"
30129,Western (O'Hare Branch) (O'Hare-bound),Western,40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30284,Western (Loop-bound),Western,41480,true,false,false,false,true,false,false,false,false,false,"(41.966163, -87.688502)"
30283,Western (Kimball-bound),Western,41480,true,false,false,false,true,false,false,false,false,false,"(41.966163, -87.688502)"
30143,Western (Loop-bound),Western,40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30144,Western (54th/Cermak-bound),Western,40740,true,false,false,false,false,false,false,false,true,false,"(41.854225, -87.685129)"
30061,Western (Midway-bound),Western,40310,true,false,false,false,false,false,false,false,false,true,"(41.804546, -87.684019)"
30060,Western (Loop-bound),Western,40310,true,false,false,false,false,false,false,false,false,true,"(41.804546, -87.684019)"
30130,Western (O'Hare Branch) (Forest Pk-bound),Western,40670,true,false,true,false,false,false,false,false,false,false,"(41.916157, -87.687364)"
30042,Western (Forest Pk Branch) (O'Hare-bound),Western,40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30043,Western (Forest Pk Branch) (Forest Pk-bound),Western,40220,false,false,true,false,false,false,false,false,false,false,"(41.875478, -87.688436)"
30106,Wilson (95th-bound),Wilson,40540,true,true,false,false,false,false,false,false,false,false,"(41.964273, -87.657588)"
30105,Wilson (Howard-bound),Wilson,40540,true,true,false,false,false,false,false,false,false,false,"(41.964273, -87.657588)"
30385,Wilson (Loop-bound),Wilson,40540,true,false,false,false,false,false,true,false,false,false,"(41.964273, -87.657588)"
30386,Wilson (Linden-bound),Wilson,40540,true,false,false,false,false,false,true,false,false,false,"(41.964273, -87.657588)"
30033,Ashland (Harlem-54th/Cermak-bound),Ashland,40170,true,false,false,true,false,false,false,false,true,false,"(41.885269, -87.666969)"
